2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
2933.27,3043.93,3078.02,3125.53,3197.84,3282.53,3380.51,3492.83,3620.71,3765.56
2921.51,3031.73,3065.68,3113.01,3185.02,3269.37,3366.96,3478.83,3606.19,3750.47
2907.05,3016.73,3050.51,3097.60,3169.26,3253.19,3350.30,3461.61,3588.35,3731.91
2900.43,3009.86,3043.56,3090.55,3162.04,3245.78,3342.67,3453.73,3580.18,3723.41
2905.97,3015.61,3049.38,3096.45,3168.08,3251.99,3349.06,3460.33,3587.02,3730.53
2920.44,3030.62,3064.56,3111.87,3183.85,3268.17,3365.73,3477.56,3604.87,3749.10
2948.49,3059.73,3093.99,3141.75,3214.43,3299.56,3398.06,3510.96,3639.50,3785.11
3002.24,3115.51,3150.40,3199.03,3273.03,3359.72,3460.01,3574.96,3705.85,3854.11
3012.46,3126.11,3161.12,3209.92,3284.17,3371.15,3471.78,3587.13,3718.46,3867.22
2961.76,3073.50,3107.92,3155.90,3228.90,3314.42,3413.36,3526.76,3655.88,3802.15
2847.43,2954.86,2987.95,3034.08,3104.26,3186.48,3281.60,3390.62,3514.76,3655.38
2683.24,2784.47,2815.65,2859.12,2925.26,3002.73,3092.36,3195.10,3312.08,3444.59
2496.94,2591.14,2620.16,2660.61,2722.15,2794.25,2877.66,2973.27,3082.12,3205.43
2460.31,2553.14,2581.72,2621.58,2682.23,2753.26,2835.45,2929.65,3036.91,3158.41
2379.92,2469.71,2497.37,2535.92,2594.58,2663.30,2742.80,2833.93,2937.68,3055.21
2348.30,2436.90,2464.19,2502.23,2560.11,2627.91,2706.36,2796.28,2898.65,3014.62
2376.13,2465.78,2493.39,2531.88,2590.45,2659.05,2738.43,2829.41,2933.00,3050.34
2450.48,2542.94,2571.41,2611.11,2671.51,2742.26,2824.12,2917.95,3024.78,3145.79
2561.90,2658.56,2688.33,2729.83,2792.98,2866.95,2952.53,3050.62,3162.31,3288.83
2690.37,2791.87,2823.13,2866.72,2933.03,3010.71,3100.58,3203.60,3320.89,3453.75
2814.43,2920.61,2953.31,2998.91,3068.28,3149.54,3243.56,3351.32,3474.02,3613.01
2916.06,3026.08,3059.96,3107.20,3179.08,3263.28,3360.69,3472.34,3599.47,3743.48
2984.49,3097.09,3131.77,3180.12,3253.68,3339.85,3439.55,3553.83,3683.94,3831.33
3017.95,3131.81,3166.88,3215.77,3290.16,3377.30,3478.11,3593.67,3725.24,3874.28
3023.04,3137.09,3172.22,3221.19,3295.70,3382.99,3483.97,3599.72,3731.52,3880.81
3011.89,3125.53,3160.52,3209.31,3283.56,3370.52,3471.13,3586.46,3717.76,3866.50
2998.05,3111.16,3146.00,3194.56,3268.46,3355.02,3455.18,3569.97,3700.67,3848.73
2992.08,3104.96,3139.73,3188.20,3261.95,3348.34,3448.29,3562.86,3693.30,3841.06
2998.31,3111.43,3146.27,3194.84,3268.75,3355.32,3455.48,3570.28,3701.00,3849.07
3036.56,3151.13,3186.41,3235.60,3310.45,3398.12,3499.56,3615.83,3748.21,3898.17
3100.19,3217.15,3253.17,3303.39,3379.81,3469.32,3572.89,3691.59,3826.75,3979.85
3137.14,3255.50,3291.95,3342.77,3420.10,3510.68,3615.48,3735.60,3872.36,4027.29
3128.02,3246.04,3282.38,3333.06,3410.16,3500.47,3604.97,3724.74,3861.11,4015.58
3061.78,3177.30,3212.88,3262.48,3337.95,3426.35,3528.63,3645.86,3779.34,3930.55
2939.47,3050.37,3084.53,3132.15,3204.60,3289.47,3387.67,3500.22,3628.37,3773.53
2775.15,2879.85,2912.09,2957.05,3025.46,3105.58,3198.29,3304.55,3425.53,3562.58
2593.63,2691.48,2721.62,2763.63,2827.56,2902.45,2989.09,3088.40,3201.47,3329.56
2576.43,2673.63,2703.57,2745.31,2808.81,2883.20,2969.27,3067.92,3180.24,3307.48
2494.08,2588.18,2617.16,2657.56,2719.04,2791.05,2874.37,2969.87,3078.60,3201.77
2461.37,2554.23,2582.83,2622.70,2683.37,2754.44,2836.66,2930.91,3038.21,3159.76
2484.42,2578.15,2607.02,2647.26,2708.50,2780.23,2863.23,2958.35,3066.66,3189.35
2558.78,2655.32,2685.05,2726.50,2789.57,2863.45,2948.93,3046.90,3158.45,3284.82
2670.47,2771.22,2802.25,2845.51,2911.34,2988.44,3077.65,3179.90,3296.32,3428.20
2799.33,2904.94,2937.47,2982.82,3051.82,3132.64,3226.16,3333.34,3455.38,3593.63
2923.75,3034.05,3068.03,3115.39,3187.46,3271.87,3369.54,3481.49,3608.95,3753.34
3025.56,3139.71,3174.87,3223.88,3298.46,3385.81,3486.89,3602.73,3734.64,3884.05
3093.92,3210.65,3246.60,3296.72,3372.98,3462.31,3565.67,3684.14,3819.02,3971.81
3127.04,3245.02,3281.36,3332.01,3409.09,3499.38,3603.84,3723.57,3859.90,4014.32
3131.56,3249.71,3286.10,3336.83,3414.02,3504.44,3609.05,3728.96,3865.48,4020.13
3119.72,3237.42,3273.67,3324.21,3401.11,3491.18,3595.40,3714.85,3850.86,4004.92
3105.14,3222.29,3258.37,3308.67,3385.21,3474.86,3578.59,3697.49,3832.86,3986.20
3098.47,3215.37,3251.38,3301.57,3377.94,3467.40,3570.91,3689.55,3824.63,3977.65
3123.48,3241.33,3277.62,3328.22,3405.21,3495.39,3599.74,3719.34,3855.51,4009.76
