2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
1049.61,1089.21,1101.41,1118.41,1144.28,1174.59,1209.65,1249.84,1295.60,1347.43
1047.21,1086.72,1098.89,1115.86,1141.67,1171.91,1206.89,1246.99,1292.64,1344.36
1049.27,1088.86,1101.05,1118.05,1143.91,1174.21,1209.26,1249.44,1295.18,1347.00
1054.60,1094.39,1106.64,1123.73,1149.72,1180.17,1215.40,1255.78,1301.76,1353.84
1059.59,1099.57,1111.88,1129.05,1155.16,1185.76,1221.15,1261.72,1307.92,1360.25
1059.35,1099.32,1111.63,1128.79,1154.90,1185.49,1220.87,1261.44,1307.62,1359.93
1064.87,1105.05,1117.42,1134.67,1160.92,1191.67,1227.24,1268.02,1314.44,1367.03
1059.99,1099.98,1112.30,1129.47,1155.60,1186.20,1221.61,1262.20,1308.41,1360.76
1028.01,1066.80,1078.74,1095.40,1120.74,1150.42,1184.76,1224.12,1268.94,1319.71
970.39,1007.00,1018.27,1033.99,1057.91,1085.93,1118.35,1155.50,1197.81,1245.73
899.09,933.01,943.46,958.02,980.18,1006.14,1036.18,1070.60,1109.80,1154.20
871.68,904.56,914.69,928.81,950.30,975.47,1004.58,1037.96,1075.96,1119.01
841.84,873.61,883.39,897.02,917.78,942.08,970.20,1002.44,1039.14,1080.71
830.00,861.31,870.96,884.40,904.86,928.83,956.55,988.33,1024.52,1065.51
836.63,868.20,877.92,891.47,912.09,936.25,964.20,996.23,1032.71,1074.02
863.32,895.89,905.92,919.91,941.19,966.11,994.95,1028.01,1065.65,1108.28
903.39,937.47,947.97,962.60,984.87,1010.96,1041.13,1075.72,1115.11,1159.72
949.61,985.44,996.47,1011.86,1035.26,1062.68,1094.40,1130.76,1172.16,1219.06
994.23,1031.74,1043.30,1059.40,1083.91,1112.61,1145.83,1183.90,1227.24,1276.34
1030.74,1069.63,1081.61,1098.30,1123.71,1153.47,1187.90,1227.37,1272.31,1323.21
1055.24,1095.06,1107.32,1124.41,1150.42,1180.89,1216.14,1256.55,1302.55,1354.66
1067.10,1107.36,1119.76,1137.05,1163.35,1194.16,1229.81,1270.67,1317.19,1369.89
1068.71,1109.03,1121.44,1138.76,1165.10,1195.96,1231.66,1272.58,1319.17,1371.94
1064.44,1104.60,1116.97,1134.21,1160.45,1191.18,1226.74,1267.50,1313.90,1366.47
1059.19,1099.15,1111.46,1128.62,1154.73,1185.31,1220.69,1261.25,1307.42,1359.73
1056.79,1096.66,1108.94,1126.06,1152.11,1182.62,1217.92,1258.38,1304.46,1356.64
1058.79,1098.74,1111.04,1128.19,1154.29,1184.86,1220.23,1260.77,1306.93,1359.22
1064.03,1104.17,1116.53,1133.77,1160.00,1190.72,1226.26,1267.01,1313.39,1365.94
1069.60,1109.95,1122.38,1139.71,1166.07,1196.95,1232.68,1273.64,1320.27,1373.09
1086.80,1127.81,1140.44,1158.04,1184.83,1216.21,1252.51,1294.13,1341.51,1395.18
1093.34,1134.59,1147.29,1165.01,1191.96,1223.52,1260.05,1301.91,1349.58,1403.57
1077.72,1118.38,1130.90,1148.36,1174.92,1206.04,1242.04,1283.31,1330.29,1383.51
1037.94,1077.10,1089.16,1105.97,1131.55,1161.52,1196.20,1235.94,1281.19,1332.44
978.68,1015.61,1026.98,1042.83,1066.96,1095.21,1127.91,1165.38,1208.05,1256.38
